slug,name,file,file_expanded,os_raw,os_canonical,type,description
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\LogFiles\Shell\diagnostics-*.txt,C:\Program Files\Gorelo\LogFiles\Shell\diagnostics-*.txt,Windows,Windows,,Diagnostics logs for the Shell component
gotomypc,GoToMyPC,%AppData%\GoTo\Logs\goto.log,C:\Users\*\AppData\Roaming\GoTo\Logs\goto.log,Windows,Windows,,N/A
gotomypc,GoToMyPC,%APPDATA%\GoToMeeting\G2M.exe,C:\Users\*\AppData\Roaming\GoToMeeting\G2M.exe,Windows,Windows,,"Legitimate, LogMeIn-signed GoToMeeting binary observed in the wild as a DLL-search-order-hijacking host. The Zscaler OpenClaw campaign (May 2025) shipped G2M.exe inside a malicious MSI alongside a malicious `g2m.dll` placed in the same directory so the signed binary loaded the attacker DLL on launch, then decrypted Remcos RAT shellcode. Hunt for `G2M.exe` running with a non-LogMeIn-signed `g2m.dll` next to it."
gxm,GxM RMM Agent,*\ProgramData\GxM\agent\GxM.Agent.exe,*\ProgramData\GxM\agent\GxM.Agent.exe,Windows,Windows,,Windows service staging target implemented by the inspected service-install code.
gxm,GxM RMM Agent,*\ProgramData\GxM\enrollment.json,*\ProgramData\GxM\enrollment.json,Windows,Windows,,Enrollment configuration path implemented by the inspected code; its contents can include agent credentials and should be handled as sensitive.
gxm,GxM RMM Agent,*\ProgramData\GxM\install.log,*\ProgramData\GxM\install.log,Windows,Windows,,Installer log path implemented by the inspected code.
heartbeatrm,HeartbeatRM,C:\Program Files (x86)\HeartbeatRM\*,C:\Program Files (x86)\HeartbeatRM\*,Windows,Windows,,HeartbeatRM official installation directory (verified via vendor documentation)
heartbeatrm,HeartbeatRM,C:\Program Files\HeartbeatRM\*,C:\Program Files\HeartbeatRM\*,Windows,Windows,,HeartbeatRM reported installation directory (unverified - from threat intelligence)
heartbeatrm,HeartbeatRM,*\agent-installer-any.exe,*\agent-installer-any.exe,Windows,Windows,,HeartbeatRM official installer (verified via VirusTotal)
helpwire,HelpWire,helpwire.exe,helpwire.exe,Windows,Windows,,Windows HelpWire Operator / Quick Connect executable; observed original file name in PE metadata.
helpwire,HelpWire,HelpWire Quick.exe,HelpWire Quick.exe,Windows,Windows,,Public Windows Quick Connect download filename.
helpwire,HelpWire,HelpWire.lnk,HelpWire.lnk,Windows,Windows,,Windows Start Menu or desktop shortcut string embedded in the Windows client.
helpwire,HelpWire,HelpWire Unattended Access.lnk,HelpWire Unattended Access.lnk,Windows,Windows,,Windows unattended access shortcut string embedded in the Windows client.
helpwire,HelpWire,/Applications/HelpWire Operator.app,/Applications/HelpWire Operator.app,macOS,MacOS,,macOS HelpWire Operator app bundle inside the public DMG.
helpwire,HelpWire,helpwire-operator/bin/helpwire-operator,helpwire-operator/bin/helpwire-operator,Linux,Linux,,Linux Quick Connect operator executable inside the public tarball.
helpwire,HelpWire,/lib/systemd/system/helpwire-unattended.service,/lib/systemd/system/helpwire-unattended.service,Linux,Linux,,Linux unattended access systemd service path embedded in the Linux client.
hoptodesk,HopToDesk,C:\Program Files (x86)\HopToDesk\HopToDesk.exe,C:\Program Files (x86)\HopToDesk\HopToDesk.exe,Windows,Windows,,HopToDesk application executable (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Program Files (x86)\HopToDesk\privacyhelper.exe,C:\Program Files (x86)\HopToDesk\privacyhelper.exe,Windows,Windows,,HopToDesk privacy helper executable (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Program Files (x86)\HopToDesk\PrivacyMode.dll,C:\Program Files (x86)\HopToDesk\PrivacyMode.dll,Windows,Windows,,HopToDesk privacy mode library (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Program Files (x86)\HopToDesk\sciter.dll,C:\Program Files (x86)\HopToDesk\sciter.dll,Windows,Windows,,HopToDesk Sciter UI library (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Users\*\AppData\Local\Temp\sciter.dll,C:\Users\*\AppData\Local\Temp\sciter.dll,Windows,Windows,,HopToDesk UI library (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Users\*\AppData\Local\Temp\privacyhelper.exe,C:\Users\*\AppData\Local\Temp\privacyhelper.exe,Windows,Windows,,HopToDesk privacy helper (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Users\*\AppData\Roaming\HopToDesk\config\*,C:\Users\*\AppData\Roaming\HopToDesk\config\*,Windows,Windows,,HopToDesk configuration files (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Users\*\AppData\Roaming\HopToDesk\config\hoptodesk.toml,C:\Users\*\AppData\Roaming\HopToDesk\config\hoptodesk.toml,Windows,Windows,,HopToDesk configuration file (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Users\*\AppData\Roaming\HopToDesk\config\HopToDesk.toml,C:\Users\*\AppData\Roaming\HopToDesk\config\HopToDesk.toml,Windows,Windows,,HopToDesk configuration file (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,C:\Users\*\AppData\Roaming\HopToDesk\config\HopToDesk_rCURRENT.log,C:\Users\*\AppData\Roaming\HopToDesk\config\HopToDesk_rCURRENT.log,Windows,Windows,,HopToDesk log file (verified via VirusTotal sandbox analysis)
hoptodesk,HopToDesk,/System/Volumes/Data/Users/*/Library/Logs/HopToDesk/hoptodesk_rCURRENT.log,/System/Volumes/Data/Users/*/Library/Logs/HopToDesk/hoptodesk_rCURRENT.log,MacOS,MacOS,,HopToDesk log file (verified via VirusTotal sandbox analysis)
idrive,iDrive,C:\ProgramData\IDrive\*,C:\ProgramData\IDrive\*,Windows,Windows,,iDrive installation and data directory (observed in threat intelligence)
idrive,iDrive,C:\Program Files\IDrive\*,C:\Program Files\IDrive\*,Windows,Windows,,iDrive program files directory
idrive,iDrive,C:\Program Files (x86)\IDrive\*,C:\Program Files (x86)\IDrive\*,Windows,Windows,,iDrive program files directory (32-bit)
idrive,iDrive,C:\Users\*\AppData\Local\IDrive\*,C:\Users\*\AppData\Local\IDrive\*,Windows,Windows,,iDrive user data and configuration
immybot,ImmyBot,C:\Program Files\ImmyBot\*,C:\Program Files\ImmyBot\*,Windows,Windows,,ImmyBot installation directory (verified via official documentation)
immybot,ImmyBot,C:\Program Files (x86)\ImmyBot\*,C:\Program Files (x86)\ImmyBot\*,Windows,Windows,,ImmyBot installation directory for 32-bit (verified via official documentation)
immybot,ImmyBot,C:\ProgramData\ImmyBot\Logs\*,C:\ProgramData\ImmyBot\Logs\*,Windows,Windows,,ImmyBot agent logs (verified via official documentation)
immybot,ImmyBot,C:\ProgramData\ImmyBot\Scripts\*,C:\ProgramData\ImmyBot\Scripts\*,Windows,Windows,,ImmyBot script execution directory (verified via official documentation)
immybot,ImmyBot,C:\ProgramData\ImmyBotAgentService\config.json,C:\ProgramData\ImmyBotAgentService\config.json,Windows,Windows,,ImmyBot agent configuration file (verified via official documentation)
immybot,ImmyBot,C:\Windows\Temp\ImmyBot\*,C:\Windows\Temp\ImmyBot\*,Windows,Windows,,ImmyBot temporary files directory
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\InvGate-ED.exe,C:\Program Files (x86)\Inventec\InvGate.net Client\InvGate-ED.exe,Windows,Windows,,InvGate Assets Client SYSTEM service binary (registered as the InvClient service)
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\DepHlp.exe,C:\Program Files (x86)\Inventec\InvGate.net Client\DepHlp.exe,Windows,Windows,,InvGate Assets deployment helper used by the software-deployment module
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\files\InvGateAssetsRD.exe,C:\Program Files (x86)\Inventec\InvGate.net Client\files\InvGateAssetsRD.exe,Windows,Windows,,InvGate Assets remote-desktop / remote-support helper invoked by the agent
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\files\InvGateRD.exe,C:\Program Files (x86)\Inventec\InvGate.net Client\files\InvGateRD.exe,Windows,Windows,,InvGate Assets RD helper binary
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\files\sas.dll,C:\Program Files (x86)\Inventec\InvGate.net Client\files\sas.dll,Windows,Windows,,Bundled DLL shipped under the agent's files directory
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\Software Matt.dll,C:\Program Files (x86)\Inventec\InvGate.net Client\Software Matt.dll,Windows,Windows,,"Software metering DLL (""Software Matt"") loaded by the agent"
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\InvClient-Log.txt,C:\Program Files (x86)\Inventec\InvGate.net Client\InvClient-Log.txt,Windows,Windows,,Top-level InvClient service log
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\InvClient-Log.txt,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\InvClient-Log.txt,Windows,Windows,,InvClient service log (rotated copy under \logs\)
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\InvClient-Log_SoftwareMet.txt,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\InvClient-Log_SoftwareMet.txt,Windows,Windows,,Software metering subsystem log written by the agent during execution (observed in install layout per advanceduninstaller.com inventory)
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\InvClient-Log_Service.txt,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\InvClient-Log_Service.txt,Windows,Windows,,InvClient service log written by the agent during execution (observed in install layout per advanceduninstaller.com inventory)
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\*,C:\Program Files (x86)\Inventec\InvGate.net Client\logs\*,Windows,Windows,,InvGate agent logs directory (multiple per-subsystem logs)
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\build.txt,C:\Program Files (x86)\Inventec\InvGate.net Client\build.txt,Windows,Windows,,InvGate Assets Client build identifier file
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\invid,C:\Program Files (x86)\Inventec\InvGate.net Client\invid,Windows,Windows,,Per-endpoint InvGate Agent ID — unique value linking the endpoint to its asset record in the tenant
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\sm_rep.inv,C:\Program Files (x86)\Inventec\InvGate.net Client\sm_rep.inv,Windows,Windows,,Software metering report inventory file
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\sm_temp.inv,C:\Program Files (x86)\Inventec\InvGate.net Client\sm_temp.inv,Windows,Windows,,Software metering temporary inventory file
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\usbFiles\usbLog.txt,C:\Program Files (x86)\Inventec\InvGate.net Client\usbFiles\usbLog.txt,Windows,Windows,,USB device tracking log written by the agent
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\4.002.004.ver,C:\Program Files (x86)\Inventec\InvGate.net Client\4.002.004.ver,Windows,Windows,,Per-version marker file dropped by the agent installer/updater
invgate,InvGate,C:\Program Files (x86)\Inventec\InvGate.net Client\5.001.004.ver,C:\Program Files (x86)\Inventec\InvGate.net Client\5.001.004.ver,Windows,Windows,,Per-version marker file dropped by the agent installer/updater
invgate,InvGate,C:\Windows\Installer\{41F5BB80-6416-4AF4-B67B-FA36C29DB4C4}\ARPPRODUCTICON.exe,C:\Windows\Installer\{41F5BB80-6416-4AF4-B67B-FA36C29DB4C4}\ARPPRODUCTICON.exe,Windows,Windows,,Add/Remove Programs icon cached by Windows Installer for the InvGate Assets Client v5.001.004 product GUID
it_agent,IT Agent,ITAgentRMMSender.exe,ITAgentRMMSender.exe,Windows,Windows,,Inspected Windows IT Agent RMM Sender component.
it_agent,IT Agent,ITAgentRMMSenderSL.exe,ITAgentRMMSenderSL.exe,Windows,Windows,,Inspected Windows IT Agent RMM Sender Service Launcher component.
it_agent,IT Agent,ITAgentRMMSenderUpdater.exe,ITAgentRMMSenderUpdater.exe,Windows,Windows,,Inspected Windows IT Agent RMM Sender updater component.
it_agent,IT Agent,ITAgentSender.aiui,ITAgentSender.aiui,Windows,Windows,,Inspected Windows IT Agent RMM Sender installer artifact.
kaseya,Kaseya (VSA),%localappdata%\Kaseya\Log\KaseyaLiveConnect\*,C:\Users\*\AppData\Local\Kaseya\Log\KaseyaLiveConnect\*,Windows,Windows,,Kaseya Live Connect logs
kaseya,Kaseya (VSA),~/Library/Logs/com.kaseya/KaseyaLiveConnect/*,~/Library/Logs/com.kaseya/KaseyaLiveConnect/*,MacOS,MacOS,,Kaseya Live Connect logs
kaseya,Kaseya (VSA),C:\ProgramData\Kaseya\Log\Endpoint\*,C:\ProgramData\Kaseya\Log\Endpoint\*,Windows,Windows,,Kaseya Endpoint logs
kaseya,Kaseya (VSA),C:\Program Files*\Kaseya\*\agentmon.log,C:\Program Files*\Kaseya\*\agentmon.log,Windows,Windows,,Kaseya Agent Monitor log
kaseya,Kaseya (VSA),/var/log/system.log,/var/log/system.log,MacOS 32bit,MacOS,,Kaseya Agent Monitor log
kaseya,Kaseya (VSA),~/opt/kaseya/*/logs*,~/opt/kaseya/*/logs*,MacOS 64bit,MacOS,,Kaseya Agent Monitor log
kaseya,Kaseya (VSA),C:\Users\*\AppData\Local\Temp\KASetup.log,C:\Users\*\AppData\Local\Temp\KASetup.log,Windows,Windows,,Kaseya Setup log in user temp directory
kaseya,Kaseya (VSA),C:\Windows\Temp\KASetup.log,C:\Windows\Temp\KASetup.log,Windows,Windows,,Kaseya Setup log in Windows temp directory
kaseya,Kaseya (VSA),C:\ProgramData\Kaseya\Log\KaseyaEdgeServices\*,C:\ProgramData\Kaseya\Log\KaseyaEdgeServices\*,Windows,Windows,,Kaseya Edge Services logs
kaseya,Kaseya (VSA),C:\Kaseya\api\v1.0\logs\,C:\Kaseya\api\v1.0\logs\,Windows,Windows,,Kaseya API logs
kaseya,Kaseya (VSA),C:\Kaseya\api\v1.5\endpoint\logs,C:\Kaseya\api\v1.5\endpoint\logs,Windows,Windows,,Kaseya API logs
kaseya,Kaseya (VSA),C:\Kaseya\api\v1.5\endpoints\logs,C:\Kaseya\api\v1.5\endpoints\logs,Windows,Windows,,Kaseya API logs
kaseya,Kaseya (VSA),C:\Windows\System32\config\systemprofile\AppData\Local\Kaseya\Log\MakeSelfSignedCert.exe\,C:\Windows\System32\config\systemprofile\AppData\Local\Kaseya\Log\MakeSelfSignedCert.exe\,Windows,Windows,,Certificate creation
kaseya,Kaseya (VSA),C:\Kaseya\WebPages\install\makecert.txt,C:\Kaseya\WebPages\install\makecert.txt,Windows,Windows,,Certificate creation
kaseya,Kaseya (VSA),C:\ProgramData\Kaseya\Log\Endpoint\Instance_*\KaseyaEndpoint*,C:\ProgramData\Kaseya\Log\Endpoint\Instance_*\KaseyaEndpoint*,Windows,Windows,,Endpoint service logs
kaseya,Kaseya (VSA),C:\ProgramData\Kaseya\Log\Endpoint\Instance_*\Session_*,C:\ProgramData\Kaseya\Log\Endpoint\Instance_*\Session_*,Windows,Windows,,Session logs
komari,Komari,C:\Program Files\Komari\komari-agent.exe,C:\Program Files\Komari\komari-agent.exe,Windows,Windows,,Komari Agent Windows service binary
komari,Komari,C:\Program Files\Komari\nssm.exe,C:\Program Files\Komari\nssm.exe,Windows,Windows,,NSSM service wrapper used by the Windows Komari Agent installer
komari,Komari,C:\komari\agent,C:\komari\agent,Windows,Windows,,Komari Agent binary path when installed from a POSIX shell on Windows
komari,Komari,/opt/komari/komari,/opt/komari/komari,Linux,Linux,,Komari server binary installed by the official Linux installer
komari,Komari,/opt/komari/agent,/opt/komari/agent,Linux,Linux,,Komari Agent binary installed by the official Linux installer
komari,Komari,/usr/local/komari/agent,/usr/local/komari/agent,Mac,MacOS,,Komari Agent binary path used by the official macOS installer
komari,Komari,/etc/systemd/system/komari.service,/etc/systemd/system/komari.service,Linux,Linux,,Komari server systemd service
komari,Komari,/etc/systemd/system/komari-agent.service,/etc/systemd/system/komari-agent.service,Linux,Linux,,Komari Agent systemd service
lavawall,Lavawall,*\Lavawall\LavawallWin.exe,*\Lavawall\LavawallWin.exe,Windows,Windows,,"Canonically named Windows management agent. The inspected code selects Program Files, then Program Files (x86), then C:\Lavawall as fallback locations. Initial installation can preserve the launched executable's basename."
lavawall,Lavawall,*\Lavawall\remote-agent\remote-agent.exe,*\Lavawall\remote-agent\remote-agent.exe,Windows,Windows,,Remote-support executable extracted beneath the management agent's installation directory. Keep the Lavawall directory context because remote-agent.exe is not a product-specific filename.
lavawall,Lavawall,*\Lavawall\remote-agent\uihelper.exe,*\Lavawall\remote-agent\uihelper.exe,Windows,Windows,,Remote-support UI helper shipped alongside remote-agent.exe in the signed vendor package. The filename alone is not specific to Lavawall.
lavawall,Lavawall,*\Lavawall\LavawallCheckAndStartService.ps1,*\Lavawall\LavawallCheckAndStartService.ps1,Windows,Windows,,PowerShell watchdog script that starts the management service if it is stopped.
lavawall,Lavawall,*\Lavawall\Storage\UserAgentData.db,*\Lavawall\Storage\UserAgentData.db,Windows,Windows,,Local SQLite storage used by the Windows management agent.
lavawall,Lavawall,*\LavawallWin.dll,*\LavawallWin.dll,Windows,Windows,,"Managed assembly extracted by the self-contained Windows executable, observed in sandbox reports. Parent directories vary with the launched filename and bundle extraction directory."
lavawall,Lavawall,*\LavawallWin.runtimeconfig.json,*\LavawallWin.runtimeconfig.json,Windows,Windows,,Runtime configuration extracted alongside the managed assembly in sandbox reports.
level,Level,C:\Program Files\Level\level.exe,C:\Program Files\Level\level.exe,Windows,Windows,,Level Binary
level,Level,C:\Program Files\Level\osqueryi.exe,C:\Program Files\Level\osqueryi.exe,Windows,Windows,,A tool used by level to collect machine state information.
level,Level,C:\Program Files\Level\level.log,C:\Program Files\Level\level.log,Windows,Windows,,Client log file for Level.
levelio,Level.io,C:\Program Files\Level\level.exe,C:\Program Files\Level\level.exe,Windows,Windows,,Level Binary
levelio,Level.io,C:\Program Files\Level\osqueryi.exe,C:\Program Files\Level\osqueryi.exe,Windows,Windows,,A tool used by level to collect machine state information.
levelio,Level.io,C:\Program Files\Level\level.log,C:\Program Files\Level\level.log,Windows,Windows,,Client log file for Level.
light_rmm_agent,LightRmmAgent,*\LightRmmAgent\LightRmmAgentService.exe,*\LightRmmAgent\LightRmmAgentService.exe,Windows,Windows,,Reported executable identity scoped to the reported installation directory; the exact combined path is inferred from those two observations.
light_rmm_agent,LightRmmAgent,C:\ProgramData\LightRmmAgent\machine.id,C:\ProgramData\LightRmmAgent\machine.id,Windows,Windows,,Machine identifier written after the service started in the reported intrusion.
light_rmm_agent,LightRmmAgent,C:\Windows\Temp\MonitoringPanel.msi,C:\Windows\Temp\MonitoringPanel.msi,Windows,Windows,,"Installer staged and launched by Level-delivered PowerShell; a case-specific staging path, not the persistent executable."
localxpose,LocalXpose,loclx.exe,loclx.exe,Windows,Windows,,LocalXpose CLI client (Go static binary). Often run from the user's Downloads or AppData directory rather than a system install path.
localxpose,LocalXpose,%APPDATA%\loclx\config.yaml,C:\Users\*\AppData\Roaming\loclx\config.yaml,Windows,Windows,,LocalXpose CLI configuration (account API key after `loclx account login`)
localxpose,LocalXpose,~/.loclx/config.yaml,~/.loclx/config.yaml,Linux,Linux,,LocalXpose CLI configuration on Linux/macOS (account API key)
ls_rmm,LS RMM,*\LS RMM\LS RMM.exe,*\LS RMM\LS RMM.exe,Windows,Windows,,Management application path recorded in the inspected sample metadata.
ls_rmm,LS RMM,*\LS RMM\LS RMM Worker.exe,*\LS RMM\LS RMM Worker.exe,Windows,Windows,,Worker resource deployed by the management application and installed as a service.
ls_rmm,LS RMM,*\LS RMM\LS RMM-Update.exe,*\LS RMM\LS RMM-Update.exe,Windows,Windows,,Update executable basename recovered from static update code.
ls_rmm,LS RMM,*\LS RMM\LSRMMupdate.txt,*\LS RMM\LSRMMupdate.txt,Windows,Windows,,Version-check file basename recovered from static update code.
ls_rmm,LS RMM,*\LS RMM\SC.exe,*\LS RMM\SC.exe,Windows,Windows,,Screenshot-helper executable basename recovered from the worker's static code.
ls_rmm,LS RMM,*\LS RMM\SC.bmp,*\LS RMM\SC.bmp,Windows,Windows,,Screenshot output basename recovered from the worker's static code.
lunixar,Lunixar,C:\Program Files\Lunixar\Lunixar.dll,C:\Program Files\Lunixar\Lunixar.dll,Windows,Windows,,Main agent DLL
lunixar,Lunixar,C:\Program Files\Lunixar\Lunixar.Agent.Core.dll,C:\Program Files\Lunixar\Lunixar.Agent.Core.dll,Windows,Windows,,Agent core library
lunixar,Lunixar,C:\Program Files\Lunixar\LunixarRemote.exe,C:\Program Files\Lunixar\LunixarRemote.exe,Windows,Windows,,Remote access executable
lunixar,Lunixar,C:\Program Files\Lunixar\LunixarRemote.dll,C:\Program Files\Lunixar\LunixarRemote.dll,Windows,Windows,,Remote access library
lunixar,Lunixar,C:\Program Files\Lunixar\LunixarUpdater.exe,C:\Program Files\Lunixar\LunixarUpdater.exe,Windows,Windows,,Auto-updater executable
lunixar,Lunixar,C:\Program Files\Lunixar\LunixarUpdater.dll,C:\Program Files\Lunixar\LunixarUpdater.dll,Windows,Windows,,Auto-updater library
manageengine_servicedesk_plus,ManageEngine ServiceDesk Plus,C:\Program Files\ManageEngine\ServiceDesk\*,C:\Program Files\ManageEngine\ServiceDesk\*,Windows,Windows,,ManageEngine ServiceDesk Plus installation directory (verified via VirusTotal sandbox)
manageengine_servicedesk_plus,ManageEngine ServiceDesk Plus,C:\Users\*\AppData\Local\Temp\{*}\ManageEngine_ServiceDesk_Plus.exe,C:\Users\*\AppData\Local\Temp\{*}\ManageEngine_ServiceDesk_Plus.exe,Windows,Windows,,ManageEngine ServiceDesk Plus temporary installer files (verified via VirusTotal sandbox)
meshcentral,MeshCentral,C:\Program Files\Mesh Agent\MeshAgent.exe,C:\Program Files\Mesh Agent\MeshAgent.exe,Windows,Windows,,Local MeshAgent service binary after installation
meshcentral,MeshCentral,C:\Program Files\Mesh Agent\MeshAgent.msh,C:\Program Files\Mesh Agent\MeshAgent.msh,Windows,Windows,,"Local MeshAgent service configuration file. Contains configuration settings including the MeshCentral server address, port, and other settings. If the MeshAgent is run without being installed, the configuration file is created in the same directory as the MeshAgent binary."
meshcentral,MeshCentral,/usr/local/mesh_services/meshagent/meshagent/meshagent,/usr/local/mesh_services/meshagent/meshagent/meshagent,MacOS,MacOS,,Local MeshAgent service binary after installation
meshcentral,MeshCentral,/usr/local/mesh_services/meshagent/meshagent/meshagent.db,/usr/local/mesh_services/meshagent/meshagent/meshagent.db,MacOS,MacOS,,Local Meshagent database after installation
meshcentral,MeshCentral,/usr/local/mesh_services/meshagent/meshagent/meshagent.msh,/usr/local/mesh_services/meshagent/meshagent/meshagent.msh,MacOS,MacOS,,Local Meshagent databconfiguration file after installation
meshcentral,MeshCentral,/usr/local/mesh_services/meshagent/meshagent,/usr/local/mesh_services/meshagent/meshagent,Linux,Linux,,Local MeshAgent service binary after installation
meshcentral,MeshCentral,/usr/local/mesh_services/meshagent/meshagent.db,/usr/local/mesh_services/meshagent/meshagent.db,Linux,Linux,,Local Meshagent database after installation
meshcentral,MeshCentral,/usr/local/mesh_services/meshagent/meshagent.msh,/usr/local/mesh_services/meshagent/meshagent.msh,Linux,Linux,,Local Meshagent databconfiguration file after installation
mini_rmm,Mini RMM Agent,C:\Program Files\MiniRMM\MiniRmmAgent.exe,C:\Program Files\MiniRMM\MiniRmmAgent.exe,Windows,Windows,,Fixed executable destination in the statically inspected self-install routine.
mini_rmm,Mini RMM Agent,C:\ProgramData\MiniRMM\SmartScreenTest.ps1,C:\ProgramData\MiniRMM\SmartScreenTest.ps1,Windows,Windows,,Embedded SmartScreen-test script extracted by the agent at runtime.
mini_rmm,Mini RMM Agent,C:\ProgramData\MiniRMM\Invoke-AVExclusions.ps1,C:\ProgramData\MiniRMM\Invoke-AVExclusions.ps1,Windows,Windows,,"Embedded Defender-exclusion script extracted by the agent at runtime; included as an artifact, not as a conclusion about use or intent."
miradore,Miradore,C:\Program Files\Miradore\OnlineClient\bin\*,C:\Program Files\Miradore\OnlineClient\bin\*,Windows,Windows,,Miradore client installation directory (verified via VirusTotal sandbox analysis)
miradore,Miradore,C:\Program Files\Miradore\OnlineClient\bin\7z.dll,C:\Program Files\Miradore\OnlineClient\bin\7z.dll,Windows,Windows,,Miradore compression library (verified via VirusTotal sandbox analysis)
monitic,Monitic,C:\Program Files\Monitic\agent.exe,C:\Program Files\Monitic\agent.exe,Windows,Windows,,Monitic primary agent SYSTEM service binary (RustDesk + kopia bundle)
monitic,Monitic,C:\Program Files\Monitic\amon.exe,C:\Program Files\Monitic\amon.exe,Windows,Windows,,"Monitic monitor / watchdog SYSTEM service binary (Go, ~6 MB)"
monitic,Monitic,C:\Program Files\Monitic\conf.json,C:\Program Files\Monitic\conf.json,Windows,Windows,,Per-tenant configuration file fetched from https://api.monitic.com/api/ext/get-config?t=<token> during install (referenced explicitly by agent_installer.bat)
monitic,Monitic,C:\Program Files\Monitic\*,C:\Program Files\Monitic\*,Windows,Windows,,"Monitic install directory — created/cleared by agent_installer.bat (`del /q ""C:\Program Files\Monitic\*""`) and populated from installer.zip"
monitic,Monitic,%USERPROFILE%\Desktop\MoniticInstaller.exe,C:\Users\*\Desktop\MoniticInstaller.exe,Windows,Windows,,Bootstrap installer download location when fetched manually from https://app.monitic.com/MoniticInstaller.exe (typical install layout — observed in CAPE/Zenbox sandbox traces)
monitic,Monitic,%TEMP%\*\agent_installer.bat,C:\Users\*\AppData\Local\Temp\*\agent_installer.bat,Windows,Windows,,Silent installer batch script — extracted to a temp directory before execution (observed path C:\Users\<user>\AppData\Local\Temp\<random>\agent_installer.bat)
monitic,Monitic,%TEMP%\*\amon.exe,C:\Users\*\AppData\Local\Temp\*\amon.exe,Windows,Windows,,Stage-1 amon.exe drop location (observed at C:\Users\user\AppData\Local\Temp\vx1nkas2.1am\amon.exe before move to Program Files)
monitic,Monitic,%TEMP%\*\agent.exe,C:\Users\*\AppData\Local\Temp\*\agent.exe,Windows,Windows,,Stage-1 agent.exe drop location (observed at C:\Users\user\AppData\Local\Temp\vx1nkas2.1am\agent.exe before move to Program Files)
monitic,Monitic,%CD%\installer.zip,%CD%\installer.zip,Windows,Windows,,~58 MB ZIP downloaded from https://api.monitic.com/api/ext/download-installer?t=<token> via `powershell (New-Object Net.WebClient).DownloadFile(...)` — extracted to C:\Program Files\Monitic\ via `[IO.Compression.ZipFile]::ExtractToDirectory()` then deleted (observed sha256 5a5303d57956589d2b6b27e70f8a2c9cb91b17954a3e52caf4549dd4e0863404)
monitic,Monitic,%CD%\conf.json,%CD%\conf.json,Windows,Windows,,Transient configuration file downloaded from https://api.monitic.com/api/ext/get-config?t=<token> by agent_installer.bat then `copy`-ed to C:\Program Files\Monitic\conf.json and deleted from working directory
mousewithoutborders,Mouse Without Borders,C:\Program Files (x86)\Microsoft Garage\Mouse without Borders\MouseWithoutBorders.exe,C:\Program Files (x86)\Microsoft Garage\Mouse without Borders\MouseWithoutBorders.exe,Windows,Windows,,Main application binary
mousewithoutborders,Mouse Without Borders,C:\Program Files (x86)\Microsoft Garage\Mouse without Borders\MouseWithoutBordersSvc.exe,C:\Program Files (x86)\Microsoft Garage\Mouse without Borders\MouseWithoutBordersSvc.exe,Windows,Windows,,Optional service binary when Service Mode is enabled
mousewithoutborders,Mouse Without Borders,C:\Program Files (x86)\Microsoft Garage\Mouse without Borders\MouseWithoutBordersHelper.exe,C:\Program Files (x86)\Microsoft Garage\Mouse without Borders\MouseWithoutBordersHelper.exe,Windows,Windows,,Helper executable used by Mouse Without Borders
mremote,Mremote,*\AppData\Roaming\Mremote\agent.exe,*\AppData\Roaming\Mremote\agent.exe,Windows,Windows,,Stable per-user agent path derived from the inspected Windows binary.
