slug,name,category,description,author,created,last_modified,website,privileges,free,verification,supported_os,capabilities,installation_paths,pe_original_names,pe_filenames,vulnerabilities,references,source_file
manageengine,ManageEngine,RMM,ManageEngine is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.manageengine.com/,,,,,,InstallShield Setup.exe | ManageEngine_Remote_Access_Plus.exe | *\dcagentservice.exe | C:\Program Files (x86)\DesktopCentral_Agent\bin\* | *\DesktopCentral_Agent\bin\*,,,,,manageengine.yaml
manageengine_rmm_central,ManageEngine RMM Central,RMM,ManageEngine RMM Central is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.manageengine.com/remote-monitoring-management/,,,,,,,,,,,manageengine_rmm_central.yaml
manageengine_servicedesk_plus,ManageEngine ServiceDesk Plus,RMM,"ManageEngine ServiceDesk Plus is an IT service management (ITSM) and help desk software that includes remote control capabilities for IT support teams. The software provides comprehensive IT service management features including incident management, asset management, and remote desktop support.",Michael Haag,2026-01-15,2026-01-15,https://www.manageengine.com/products/service-desk/,SYSTEM,Trial Available,Code-signed,Windows | Linux,Remote Control | Remote Desktop | IT Service Management | Incident Management | Asset Management | Help Desk,ManageEngine_ServiceDesk_Plus.exe | ManageEngine_ServiceDesk_Plus.bin | ISBEW64.exe | C:\Program Files\ManageEngine\ServiceDesk\* | C:\Program Files (x86)\ManageEngine\ServiceDesk\*,InstallShield Setup.exe,ManageEngine_ServiceDesk_Plus.exe | ManageEngine_ServiceDesk_Plus.bin | ISBEW64.exe,,https://github.com/magicsword-io/LOLRMM/issues/50 | https://www.manageengine.com/products/service-desk/download.html | https://www.virustotal.com/gui/file/177bfdbe81bb4756d1d324ddf1bff4350252f0efd8a7f5c8b60a3a8e882affbd/details,manageengine_servicedesk_plus.yaml
megasync,MEGAsync,RAT,MEGAsync is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://mega.io/desktop,,,,,,C:\Users\*\AppData\Local\MEGAsync\* | *Users\*\AppData\Local\MEGAsync\* | *ProgramData\MEGAsync\* | *\MEGAsyncSetup64.exe | *\MEGAupdater.exe,,,,,megasync.yaml
meshcentral,MeshCentral,RMM,MeshCentral is a remote monitoring and management (RMM) tool. MeshAgent used along with MeshCentral to remotely manage computers. MeshAgent can execute commands on the target host by leveraging win-console to obscure their activities and win-dispatcher to run malicious code through IPC with child processes.,@kostastsale,2024-09-20,2024-09-20,https://meshcentral.com/,SYSTEM,Yes,N/A,Windows | Linux | MacOS | FreeBSD,Remote Desktop & Terminal | Remote File Access | Text and Voice Chat | Server File Storage | Real-time User interface | Port Forwarding,meshcentral*.exe | meshagent*.exe | /usr/local/mesh_services/meshagent/meshagent/* | /usr/local/mesh_services/meshagent/*,,MeshAgent.exe,CVE-2024-26135,https://ylianst.github.io/MeshCentral/meshcentral/ | https://github.com/Ylianst/MeshAgent,meshcentral.yaml
microsoft_quick_assist,Microsoft Quick Assist,RAT,Microsoft Quick Assist is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://support.microsoft.com/windows/solve-pc-problems-remotely-using-quick-assist-b077e31a-16f4-2529-1a47-21f6a9040bf3,,,,,,quickassist.exe,,,,https://support.microsoft.com/en-us/windows/install-quick-assist-c17479b7-a49d-4d12-938c-dbfb97c88bca,microsoft_quick_assist.yaml
microsoft_rdp,Microsoft RDP,RAT,Microsoft RDP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://learn.microsoft.com/en-us/previous-versions/remote-desktop-client/remote-desktop-windows-urdc,,,,Windows,,termsrv.exe | mstsc.exe | Microsoft Remote Desktop,,,,https://learn.microsoft.com/en-us/windows-server/remote/remote-desktop-services/clients/windows,microsoft_rdp.yaml
microsoft_tsc,Microsoft TSC,RMM,Microsoft TSC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,termsrv.exe | mstsc.exe,,,,https://learn.microsoft.com/en-us/troubleshoot/windows-server/remote/terminal-server-startup-connection-application,microsoft_tsc.yaml
mikogo,Mikogo,RMM,Mikogo is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,mikogo.exe | mikogo-starter.exe | mikogo-service.exe | mikogolauncher.exe | C:\Users\*\AppData\Roaming\Mikogo\* | *Users\*\AppData\Roaming\Mikogo\* | *\Mikogo-Service.exe | *\Mikogo-Screen-Service.exe,,,,https://mikogo.zendesk.com/hc/en-us/articles/214072478-Which-IP-addresses-do-we-use-for-our-services,mikogo.yaml
mionet_(also_known_as_wd_anywhere_access),MioNet (Also known as WD Anywhere Access),RMM,MioNet (Also known as WD Anywhere Access) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,mionet.exe | mionetmanager.exe,,,,,mionet_(also_known_as_wd_anywhere_access).yaml
mionet_(wd_anywhere_access),MioNet (WD Anywhere Access),RMM,MioNet (WD Anywhere Access) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,mionet.exe | mionetmanager.exe,,,,https://en.wikipedia.org/wiki/WD_Anywhere_Access - DOA as of 2016,mionet_(wd_anywhere_access).yaml
miradore,Miradore,RMM,"Miradore is a mobile device management (MDM) and remote monitoring and management (RMM) tool founded in 2006 as a Finnish software company. In 2022, Miradore was acquired by GoTo and is now part of the LogMeIn portfolio of IT solutions. The tool is trusted by over 2,700 customers in more than 100 countries, managing over 900,000 devices globally. Miradore has been observed being used in cyber incidents, including phishing campaigns where the installer was renamed and delivered to establish unauthorized remote access.",Michael Haag,2026-01-15,2026-01-15,https://www.miradore.com/,SYSTEM,Free tier available,Code-signed by Sectigo,Windows | Mac | Linux | iOS | Android,Remote Control | Remote Access | Device Management | Software Deployment | Patch Management | Inventory Management | Mobile Device Management,C:\Program Files\Miradore\OnlineClient\bin\* | *\Miradore\*,,StatementView.msi,,https://github.com/magicsword-io/LOLRMM/issues/118 | https://www.virustotal.com/gui/file/fedf9d82fb1349a5eecf0fad4a9d9eac7e160130e563b9bd3328b5f04891bbd6/details | https://app.any.run/tasks/5d088796-fb67-45bb-9ee0-369b502522fc | https://www.miradore.com/,miradore.yaml
mobaxterm,MobaXterm,RAT,MobaXterm is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://mobaxterm.mobatek.net/,,,,,,C:\*\MobaXterm_installer_12.1.msi | *\MobaXterm_installer_*.msi | *\Mobatek\MobaXterm\*,,,,,mobaxterm.yaml
mocha_vnc_lite,Mocha VNC Lite,RAT,Mocha VNC Lite is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,This installs a modified VNC and cannot be blocked by path separate from VNC | This installs a modified VNC and cannot be blocked by path separate from VNC | *\RealVNC\VNC4\*,,,,,mocha_vnc_lite.yaml
mousewithoutborders,Mouse Without Borders,RAT,"Mouse Without Borders is a Microsoft Garage utility that lets you control up to four Windows computers with a single keyboard and mouse, with clipboard sharing and simple drag-and-drop file transfers.",Microsoft,2011-09-12,2011-09-12,https://www.microsoft.com/en-us/download/details.aspx?id=35460,User; optional Service Mode for elevated apps,True,True,Windows,Multi-computer input sharing | Clipboard sharing | Drag-and-drop file transfer (up to 100 MB) | Optional service for elevated app control,C:\Program Files (x86)\Microsoft Garage\Mouse without Borders\*,MouseWithoutBorders.exe,MouseWithoutBorders.exe,,https://www.microsoft.com/en-us/download/details.aspx?id=35460 | https://learn.microsoft.com/windows/powertoys/mouse-without-borders | https://github.com/microsoft/PowerToys/issues/29700,mousewithoutborders.yaml
mremoteng,mRemoteNG,RAT,mRemoteNG is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://mremoteng.org/,,,,,,mRemoteNG.exe | C:\Program Files (x86)\mRemoteNG\* | *\mRemoteNG\* | *\mRemoteNG.exe | c:\Program Files (x86)%\mRemoteNG | *%\mRemoteNG | mRemoteNG-Installer-*.msi | *\mRemoteNG.exe,,,,https://github.com/mRemoteNG/mRemoteNG,mremoteng.yaml
msp360,MSP360,RMM,MSP360 is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.msp360.com/,,,,,,Online Backup.exe | CBBackupPlan.exe | Cloud.Backup.Scheduler.exe | Cloud.Backup.RM.Service.exe | cbb.exe | CloudRaService.exe | CloudRaSd.exe | CloudRaCmd.exe | CloudRaUtilities.exe | Remote Desktop.exe | Connect.exe,,,,https://kb.msp360.com/managed-backup-service/mbs-tcp-ports-configuration#,msp360.yaml
mstsc,mstsc,RAT,mstsc is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,C:\Windows\System32\mstsc.exe | *Windows\System32\mstsc.exe,,,,,mstsc.yaml
multcloud,MultCloud,RAT,MultCloud is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.multcloud.com/,,,,,,requires sign up | requires sign up,,,,,multcloud.yaml
mygreenpc,MyGreenPC,RMM,MyGreenPC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://mygreenpc.com/,,,,,,mygreenpc.exe,,,,http://www.mygreenpc.com/,mygreenpc.yaml
myivo,MyIVO,RMM,MyIVO is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,myivomgr.exe | myivomanager.exe,,,,https://myivo.com,myivo.yaml
n-able_advanced_monitoring_agent,N-Able Advanced Monitoring Agent,RMM,N-Able Advanced Monitoring Agent is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.n-able.com/features/advanced-monitoring-agent,,,,,,Agent_*_RW.exe | BASEClient.exe | BASupApp.exe | BASupSrvc.exe | BASupSrvcCnfg.exe | BASupTSHelper.exe,,,,https://documentation.n-able.com/takecontrol/troubleshooting/Content/kb/Take-Control-Standalone-Ports-and-Domains-Firewall-and-AV-Exclusions.htm,n-able_advanced_monitoring_agent.yaml
n-able_remote_access_software,N-ABLE Remote Access Software,RMM,N-ABLE Remote Access Software is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.n-able.com/features/remote-access,,,,,,,,,,,n-able_remote_access_software.yaml
n-ableadvancedmonitoringagent,N-Able Advanced Monitoring Agent,RMM,N-Able Advanced Monitoring Agent is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.n-able.com/features/advanced-monitoring-agent,,,,,,BASupSrvc.exe | winagent.exe | BASupApp.exe | BASupTSHelper.exe | Agent_*_RW.exe | BASEClient.exe | BASupSrvcCnfg.exe,,,,https://documentation.n-able.com/takecontrol/troubleshooting/Content/kb/Take-Control-Standalone-Ports-and-Domains-Firewall-and-AV-Exclusions.htm,n-ableadvancedmonitoringagent.yaml
naverisk,Naverisk,RMM,Naverisk is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.naverisk.com/,,,,,,AgentSetup-*.exe,,,,http://kb.naverisk.com/en/articles/2811223-deploying-naverisk-agents,naverisk.yaml
netbird,NetBird,RAT,"NetBird is an open-source VPN and remote access platform that provides secure peer-to-peer connectivity. It has been observed being leveraged in spear phishing campaigns across Europe, Africa, Canada, the Middle East, and South Asia, targeting financial executives and CFOs. The tool was deployed as part of multi-stage phishing attacks by threat actors including APT MuddyWater.",Michael Haag,2026-01-15,2026-01-15,https://netbird.io/,User,Yes (Open Source),Open Source,Windows | Linux | macOS | Android | iOS,Remote Access | VPN Connectivity | Peer-to-Peer Networking | Secure Tunneling | Network Management,C:\Program Files\Netbird\netbird.exe | C:\Program Files\Netbird\netbird-ui.exe | C:\ProgramData\Netbird\* | /usr/bin/netbird | /usr/local/bin/netbird | /opt/netbird/* | netbird.exe | netbird-ui.exe | netbird,,netbird.exe | netbird-ui.exe | netbird,,https://github.com/magicsword-io/LOLRMM/issues/81 | https://www.trellix.com/en-in/blogs/research/a-flyby-on-the-cfos-inbox-spear-phishing-campaign-targeting-financial-executives-with-netbird-deployment/ | https://hunt.io/blog/apt-muddywater-deploys-multi-stage-phishing-to-target-cfos | https://netbird.io/use-cases/remote-access | https://github.com/netbirdio/netbird,netbird.yaml
netlock_rmm,NetLock RMM,RMM,NetLock RMM is an open source Remote Management and Monitoring tool with a paid support and cloud offering.,Tyler Schultz,2025-07-18,2025-07-18,https://www.netlockrmm.com/,,,,Windows | Linux | MacOS,,NetLock_RMM_Agent_Installer.exe | NetLock_RMM_Agent_Installer | /var/0x101_Cyber_Security/* | /Library/Application Support/0x101_Cyber_Security/* | /usr/local/bin/0x101_Cyber_Security/Netlock_RMM/* | /usr/0x101_Cyber_Security/Netlock_RMM/* | C:\ProgramData\0x101 Cyber Security\NetLock RMM\Comm Agent\* | C:\Program Files\0x101 Cyber Security\NetLock RMM\UserAgent\NetLock_RMM_User_Process.exe | C:\Program Files\0x101 Cyber Security\NetLock RMM\UserAgent\NetLock_RMM_User_UAC.exe,,,,https://www.netlockrmm.com | https://github.com/0x101-Cyber-Security/NetLock-RMM,netlock_rmm.yaml
netmonitor,Net Monitor for Employees,RMM,"Net Monitor for Employees Professional is a commercial workforce monitoring tool developed by NetworkLookout. Marketed for employee productivity tracking, the software provides capabilities that extend well beyond passive screen monitoring, including reverse shell connections, remote desktop control, file management, and the ability to customize service and process names during installation. These features, while designed for legitimate administrative use, make it an attractive tool for threat actors seeking to blend into enterprise environments without deploying traditional malware.",Daniel Koifman (KoifSec),2026-02-12,2026-02-12,https://networklookout.com/,User,True,True,Windows | MacOS | Linux,Remote Desktop Access | Screen Management | Remote Shell | Connection Management,C:\Program Files (x86)\Net Monitor for Employees Pro\* | C:\Program Files\Net Monitor for Employees Pro\* | nmep_agtconfig.exe | nmep_ctrlagent.exe | nmep_ctrlagentsvc.exe | winpty-agent.exe | winpty-agent64.exe,,,,https://www.huntress.com/blog/employee-monitoring-simplehelp-abused-in-ransomware-operations | https://networklookout.com/,netmonitor.yaml
netop,Netop,RMM,Netop is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://netop.com/,,,,Windows,,C:\Program Files\Danware Data\NetOp Packn Deploy\* | *\Danware Data\NetOp Packn Deploy\* | *\Netop Remote Control\*,,,,,netop.yaml
netop_remote_control_(aka_impero_connect),Netop Remote Control (aka Impero Connect),RMM,Netop Remote Control (aka Impero Connect) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://netop.com/,,,,,,nhostsvc.exe | nhstw32.exe | nldrw32.exe | rmserverconsolemediator.exe,,,,,netop_remote_control_(aka_impero_connect).yaml
netop_remote_control_(impero_connect),Netop Remote Control (Impero Connect),RMM,Netop Remote Control (Impero Connect) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://netop.com/,,,,,,nhostsvc.exe | nhstw32.exe | ngstw32.exe | Netop Ondemand.exe | nldrw32.exe | rmserverconsolemediator.exe | ImperoInit.exe | Connect.Backdrop.cloud*.exe | ImperoClientSVC.exe,,,,https://kb.netop.com/article/firewall-and-proxy-server-considerations-when-using-netop-portal-communication-373.html,netop_remote_control_(impero_connect).yaml
netreo,Netreo,RMM,Netreo is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://docs.netreo.com/,,,,,,,,,,https://solutions.netreo.com/docs/firewall-requirements,netreo.yaml
netsupport_manager,NetSupport Manager,RMM,NetSupport Manager is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.netsupportmanager.com/,,,,,,pcictlui.exe | pcicfgui.exe | client32.exe,,,,https://www.netsupportmanager.com/resources/,netsupport_manager.yaml
netsupportmanager,NetSupport Manager,RMM,NetSupport Manager is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.netsupportmanager.com/,,,,,,pcictlui.exe | client32.exe | pcicfgui.exe,,,,https://www.netsupportmanager.com/resources/,netsupportmanager.yaml
neturo,Neturo,RMM,Neturo is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,Windows,,neturo*.exe | ntrntservice.exe | neturo.exe,,,,http://www.iconpos.com/pos/home/iconpos/bbs.php?id=file&q=view&uid=2,neturo.yaml
netviewer,Netviewer,RMM,Netviewer is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,netviewer*.exe | netviewer.exe,,,,,netviewer.yaml
netviewer_(gotomeet),Netviewer (GoToMeet),RMM,Netviewer (GoToMeet) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.goto.com/meeting/join,,,,,,nvClient.exe | netviewer.exe,,,,https://www.enviolet.com/en/service/online-consultant.html,netviewer_(gotomeet).yaml
ngrok,ngrok,RAT,ngrok is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,Jose Hernandez,2024-07-19,2024-07-19,https://ngrok.com/,,,,,,ngrok.exe | C:\*\ngrok.zip | *\ngrok*,,,,https://ngrok.com/docs/guides/running-behind-firewalls/,ngrok.yaml
ninjaone_(formerly_ninjarmm),NinjaOne (formerly NinjaRMM),RMM,NinjaOne (formerly NinjaRMM) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.ninjaone.com/rmm/,,,,,,*ProgramData\NinjaRMMAgent\*,,,,,ninjaone_(formerly_ninjarmm).yaml
ninjarmm,NinjaRMM,RMM,NinjaRMM is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2026-01-27,https://www.ninjaone.com/rmm/,,,,,,NinjaRMMAgent.exe | NinjaRMMAgentPatcher.exe | ninjarmm-cli.exe,,,,https://www.ninjaone.com/faq/,ninjarmm.yaml
nomachine,NoMachine,RAT,NoMachine is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.nomachine.com/,,,,,,nomachine*.exe | nxservice*.ese | nxd.exe,,,,https://kb.nomachine.com/AR04S01122,nomachine.yaml
nordlocker,NordLocker,RAT,NordLocker is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://nordlocker.com/,,,,,,,,,,,nordlocker.yaml
noteon-desktop_sharing,NoteOn-desktop sharing,RAT,NoteOn-desktop sharing is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,nateon*.exe | nateon.exe | nateonmain.exe,,,,,noteon-desktop_sharing.yaml
ntr_remote,NTR Remote,RMM,NTR Remote is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,Windows,,NTRsupportPro_EN.exe,,,,,ntr_remote.yaml
nvda,NVDA (Non-Visual Desktop Access),RMM,"NVDA (Non-Visual Desktop Access) is a free, open-source screen reader that allows blind and vision impaired people to access and interact with the Windows operating system and many third party applications. Recent versions include a ""Remote Access"" feature that enables remote support and assistance capabilities.",Michael Haag,2026-01-15,2026-01-15,https://www.nvaccess.org/,User,True,Open Source,Windows,Screen Reading | Remote Access | Remote Support | Accessibility Features,C:\Program Files (x86)\NVDA\nvda.exe | C:\Program Files\NVDA\nvda.exe | C:\Users\*\AppData\Roaming\nvda\* | C:\Users\*\AppData\Local\Temp\nvda_*\* | nvda.exe | nvda_service.exe | nvda_*.exe,,nvda.exe | nvda_service.exe,,https://github.com/magicsword-io/LOLRMM/issues/89 | https://www.nvaccess.org/ | https://github.com/nvaccess/nvda/pull/17580,nvda.yaml
ocs_inventory,OCS inventory,RMM,OCS inventory is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://ocsinventory-ng.org/,,,,,,ocsinventory.exe | ocsservice.exe,,,,https://ocsinventory-ng.org/?page_id=878&lang=en,ocs_inventory.yaml
onionshare,Onionshare,RAT,Onionshare is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://onionshare.org/,,,,,,C:\Program Files (x86)\OnionShare\* | *\OnionShare\* | *\onionshare*.exe | OnionShare-win*.msi,,,,,onionshare.yaml
optitune,OptiTune,RMM,OptiTune is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.bravurasoftware.com/optitune/,,,,,,OTService.exe | OTPowerShell.exe,,,,https://www.bravurasoftware.com/optitune/support/faq.aspx,optitune.yaml
pandora_rc_(ehorus),Pandora RC (eHorus),RMM,Pandora RC (eHorus) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://pandorafms.com/en/remote-control/,,,,,,ehorus standalone.exe | ehorus_agent.exe,,,,https://pandorafms.com/manual/!current/en/documentation/09_pandora_rc/01_pandora_rc_introduction,pandora_rc_(ehorus).yaml
panorama9,Panorama9,RMM,Panorama9 is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://panorama9.com/,,,,,,p9agent*.exe,,,,https://support.panorama9.com/en/articles/1859605-what-ports-and-hosts-does-the-p9-agent-communicate-with,panorama9.yaml
parallelsaccess,Parallels Access,RMM,Parallels Access is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.parallels.com/,,,,,,parallelsaccess-*.exe | TSClient.exe | prl_deskctl_agent.exe | prl_deskctl_wizard.exe | prl_pm_service.exe,,,,https://kb.parallels.com/en/129097,parallelsaccess.yaml
parsec,Parsec,RAT,"Parsec is a remote desktop streaming tool for remote access and monitoring, mainly used for gaming and collaboration. 

Remote desktop reimagined â€“ a seamless 4k experience at up to 60 frames per second with near-zero latency. 
Secure, flexible, effortless access to whatever you do, at any time, from wherever you go.

Parsec focuses on real-time graphical interaction rather than system administration but can still be abused for lateral movement and initial access.",Luca Di Bartolomeo & Matt Green,2025-03-16,2025-03-16,https://parsec.app/,Current User,True,False,Windows | Linux | macOS | Android,Remote Control | GUI Support,C:\Program Files\Parsec\* | parsecd.exe | pservice.exe,,parsecd.exe,,https://parsec.app/ | https://www.virustotal.com/gui/file/206cd186aaa431d3975eb30f682b83851ef4f81125d2004f53b681117da23ec6/behavior | https://x.com/malmoeb/status/1923255362318196951,parsec.yaml
pcanywhere,pcAnywhere,RAT,pcAnywhere is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,awhost32.exe | awrem32.exe | pcaquickconnect.exe | winaw32.exe,,,,https://en.wikipedia.org/wiki/PcAnywhere,pcanywhere.yaml
pchelpware,PChelpware,RMM,"PChelpware (also known as PCHelpWare) is a free and open-source remote support and remote desktop software developed by the UltraVNC team. Built on VNC technology and following the RFB protocol, PChelpware is designed specifically for remote technical support scenarios, virtual training, and helpdesk operations.",Daniel Koifman (KoifSec),2025-11-12,2025-11-12,https://uvnc.com/downloads/pchelpware/,User,True,True,Windows,Remote Desktop Control | Remote Support | Screen Sharing | File Transfer,*\PcHelpWare_viewer.exe,,,,https://uvnc.com/downloads/pchelpware/,pchelpware.yaml
pcnow,Pcnow,RMM,Pcnow is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,mwcliun.exe | pcnmgr.exe | webexpcnow.exe,,,,http://pcnow.webex.com/ - DOA as of 2024,pcnow.yaml
pcvisit,Pcvisit,RMM,Pcvisit is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.pcvisit.de/,,,,,,pcvisit.exe | pcvisit_client.exe | pcvisit-easysupport.exe | pcvisit_service_client.exe,,,,https://www.pcvisit.de/,pcvisit.yaml
pdq_connect,PDQ Connect,RMM,PDQ Connect is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.pdq.com/pdq-connect/,,,,,,pdq-connect*.exe | PDQConnectUpdater-*.msi,,,,https://connect.pdq.com/hc/en-us/articles/12489014928667-Collect-PDQ-Connect-Event-Logs | https://connect.pdq.com/hc/en-us/articles/19197321496219-PDQ-Connect-Output-Logs | https://connect.pdq.com/hc/en-us/articles/9518992071707-Network-Requirements,pdq_connect.yaml
pilixo,Pilixo,RMM,Pilixo is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,rdp.exe | Pilixo_Installer*.exe,,,,https://pilixo.freshdesk.com/support/solutions/articles/9000141879-device-connectivity-and-firewalls,pilixo.yaml
pocket_cloud_(wyse),Pocket Cloud (Wyse),RMM,Pocket Cloud (Wyse) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,pocketcloud*.exe | pocketcloudservice.exe,,,,https://wyse-pocketcloud.informer.com/2.1/,pocket_cloud_(wyse).yaml
pocket_controller,Pocket Controller,RMM,Pocket Controller is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://soti.net/products/soti-pocket-controller,,,,Windows,,pocketcontroller.exe | pocketcloudservice.exe | wysebrowser.exe,,,,,pocket_controller.yaml
pocket_controller_(soti_xsight),Pocket Controller (Soti Xsight),RMM,Pocket Controller (Soti Xsight) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://soti.net/products/soti-xsight/,,,,Windows,,pocketcontroller.exe | wysebrowser.exe | XSightService.exe,,,,https://pulse.soti.net/support/soti-xsight/help/,pocket_controller_(soti_xsight).yaml
psexec,PSEXEC,RAT,PSEXEC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://learn.microsoft.com/en-us/sysinternals/downloads/psexec,,,,,,psexec.exe | psexecsvc.exe,,,,https://learn.microsoft.com/en-us/sysinternals/downloads/psexec,psexec.yaml
psexec_(clone),PSEXEC (Clone),RAT,PSEXEC (Clone) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,paexec.exe | PAExec-*.exe | csexec.exe | remcom.exe | remcomsvc.exe | xcmd.exe | xcmdsvc.exe,,,,https://www.poweradmin.com/paexec/,psexec_(clone).yaml
pulseway,Pulseway,RMM,Pulseway is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.pulseway.com/,,,,,,PCMonitorManager.exe | pcmonitorsrv.exe,,,,https://intercom.help/pulseway/en/,pulseway.yaml
putty,PuTTY,RAT,PuTTY is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.chiark.greenend.org.uk/~sgtatham/putty/,,,,,,*\putty.exe,,,,,putty.yaml
putty_tray,PuTTY Tray,RAT,PuTTY Tray is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://github.com/FauxFaux/PuTTYTray,,,,,,C:\*\puttytray.exe | *\puttytray.exe,,,,,putty_tray.yaml
qq_im-remote_assistance,QQ IM-remote assistance,RMM,QQ IM-remote assistance is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,qq.exe | QQProtect.exe | qqpcmgr.exe,,,,https://en.wikipedia.org/wiki/Tencent_QQ,qq_im-remote_assistance.yaml
